Unnamed: 0,data_ref,id_cliente,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda,renda_prevista
14,2015-01-01,1268,M,True,True,0,Empresário,Superior completo,Casado,Casa,58,4.586301369863014,2.0,25359.65,6231.523133333335
15,2015-01-01,7249,M,True,True,1,Assalariado,Secundário,Solteiro,Casa,31,2.043835616438356,2.0,1171.49,2447.494476428571
16,2015-01-01,5551,F,False,False,0,Empresário,Secundário,União,Casa,53,8.545205479452052,2.0,3675.33,3519.6040616666664
17,2015-01-01,6573,F,True,True,0,Servidor público,Secundário,Solteiro,Casa,45,15.82739726027397,1.0,19763.27,14779.448224545462
18,2015-01-01,10667,M,True,True,1,Assalariado,Superior completo,Separado,Casa,44,6.934246575342466,2.0,13678.63,17228.497166477406
19,2015-01-01,11760,M,False,True,0,Servidor público,Superior completo,Casado,Casa,26,6.1589041095890416,2.0,5287.82,2978.2295496825404
20,2015-01-01,12200,M,True,True,1,Assalariado,Secundário,Solteiro,Casa,40,20.60821917808219,2.0,26174.03,18611.784458769846
21,2015-01-01,698,F,True,True,0,Pensionista,Superior incompleto,Casado,Casa,58,,2.0,1649.37,1623.2863829797957
22,2015-01-01,11948,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,61,,1.0,4715.57,4031.6485918940784
23,2015-01-01,11184,F,True,True,0,Pensionista,Secundário,Casado,Casa,59,,2.0,799.18,3172.277318476524
24,2015-01-01,1853,M,True,True,1,Empresário,Secundário,Casado,Casa,24,6.594520547945206,3.0,8264.29,8483.607209523818
25,2015-01-01,5043,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,64,,1.0,3313.32,2264.1235775357754
26,2015-01-01,16032,M,True,True,2,Empresário,Superior completo,Casado,Casa,40,0.6273972602739726,4.0,4016.38,3853.2229527009617
27,2015-01-01,10295,F,True,True,0,Empresário,Secundário,Casado,Casa,50,19.30958904109589,2.0,4655.96,4870.610237065992
28,2015-01-01,1912,F,False,True,1,Assalariado,Secundário,Viúvo,Casa,42,0.8356164383561644,2.0,5611.78,4408.6895838708515
29,2015-01-01,785,F,False,True,1,Empresário,Secundário,Casado,Casa,37,7.528767123287671,3.0,379.52,1637.5674087301572
30,2015-01-01,2514,F,False,True,0,Assalariado,Secundário,Separado,Casa,49,24.301369863013697,1.0,8715.76,8233.849054404767
31,2015-01-01,10508,M,False,True,0,Empresário,Secundário,Solteiro,Com os pais,28,3.512328767123288,1.0,1055.21,3138.6901666666636
32,2015-01-01,6106,M,True,True,1,Assalariado,Superior incompleto,Casado,Casa,31,1.8301369863013703,3.0,1998.33,3186.3816561904764
33,2015-01-01,10043,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,40,,1.0,1273.34,1545.4718009469684
34,2015-01-01,6539,F,False,True,0,Empresário,Secundário,Casado,Casa,50,1.747945205479452,2.0,8051.62,5228.6056
35,2015-01-01,15235,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,54,7.958904109589041,1.0,6392.79,4885.600015119046
36,2015-01-01,5785,M,False,True,0,Empresário,Secundário,Solteiro,Aluguel,51,4.3780821917808215,1.0,2557.77,3126.7638
37,2015-01-01,3858,F,False,True,0,Pensionista,Secundário,Casado,Governamental,61,,2.0,5955.15,5790.853215454517
38,2015-01-01,2103,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,3.0904109589041098,2.0,2083.35,1941.7713095238098
39,2015-01-01,4457,F,False,False,0,Assalariado,Secundário,União,Com os pais,30,3.9287671232876713,2.0,856.31,1258.1877783333327
40,2015-01-01,1667,F,True,True,1,Empresário,Superior completo,Casado,Casa,45,7.315068493150685,3.0,2963.48,3108.566247858365
41,2015-01-01,1248,M,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,32667.31,10366.37614369991
42,2015-01-01,1044,F,True,True,1,Assalariado,Secundário,Casado,Casa,41,9.01917808219178,3.0,4082.3,3467.414873293651
43,2015-01-01,1851,F,False,True,2,Assalariado,Secundário,Separado,Casa,40,6.594520547945206,3.0,3557.34,2800.897381428571
44,2015-01-01,13066,F,False,True,0,Servidor público,Superior completo,Separado,Casa,45,25.356164383561644,1.0,25664.46,15678.478531547624
45,2015-01-01,7153,F,False,True,0,Empresário,Superior completo,Casado,Casa,47,3.2931506849315078,2.0,699.19,2600.8755755027164
46,2015-01-01,14973,F,True,True,2,Empresário,Superior completo,Casado,Casa,37,17.361643835616437,4.0,8861.49,3739.1070666666674
47,2015-01-01,66,M,False,True,0,Assalariado,Secundário,Casado,Casa,51,17.194520547945206,2.0,22184.17,17143.71516333334
48,2015-01-01,557,F,True,True,1,Assalariado,Superior completo,Separado,Casa,26,5.778082191780823,2.0,2990.66,3756.074024917026
49,2015-01-01,6386,M,True,False,2,Empresário,Superior completo,Casado,Casa,39,13.0,4.0,10496.35,16570.989353622488
50,2015-01-01,8323,F,True,True,0,Assalariado,Secundário,Casado,Casa,36,14.643835616438356,2.0,1334.97,4206.752251010107
51,2015-01-01,81,F,False,True,2,Assalariado,Superior completo,Casado,Casa,30,6.27123287671233,4.0,2749.88,2979.995383888891
52,2015-01-01,4985,M,False,False,0,Servidor público,Secundário,Solteiro,Casa,41,6.049315068493152,1.0,7330.85,7096.006995555546
53,2015-01-01,12416,F,False,True,0,Servidor público,Superior completo,União,Casa,45,7.534246575342466,2.0,8542.51,6384.400985396828
54,2015-01-01,12925,F,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,8358.84,3479.3271414178876
55,2015-01-01,9985,F,False,True,0,Pensionista,Secundário,Casado,Casa,60,,2.0,3116.73,2704.5133380920133
56,2015-01-01,605,M,True,True,2,Assalariado,Superior completo,Casado,Casa,37,0.4383561643835616,4.0,2798.9,2003.3724785714282
57,2015-01-01,4991,F,True,True,0,Assalariado,Secundário,Solteiro,Casa,52,10.720547945205482,1.0,2959.0,3496.3805752380968
58,2015-01-01,6932,F,False,False,0,Assalariado,Secundário,Casado,Governamental,50,0.3753424657534247,2.0,4339.98,2527.777232313796
59,2015-01-01,2731,M,False,True,0,Empresário,Secundário,Casado,Casa,34,11.065753424657538,2.0,4738.24,14721.342915251416
60,2015-01-01,4311,F,True,True,0,Empresário,Superior completo,Casado,Casa,35,0.8383561643835616,2.0,1935.76,2746.4319110137085
61,2015-01-01,650,F,False,True,0,Assalariado,Secundário,União,Casa,58,3.024657534246576,2.0,3359.43,4788.339099682539
62,2015-01-01,6834,F,True,True,1,Servidor público,Superior completo,Casado,Casa,41,4.4602739726027405,3.0,3823.38,2057.538620714286
63,2015-01-01,11068,F,False,True,1,Servidor público,Superior completo,União,Casa,46,25.19178082191781,3.0,11721.03,11362.431677738095
64,2015-01-01,2937,M,False,True,0,Assalariado,Secundário,Casado,Casa,53,12.473972602739725,2.0,6030.21,4643.124196666666
65,2015-01-01,962,F,True,False,1,Assalariado,Superior completo,União,Casa,31,2.0136986301369864,3.0,3740.97,3537.917378585853
66,2015-01-01,9300,F,True,False,0,Servidor público,Secundário,Casado,Casa,46,8.01917808219178,2.0,2622.49,2762.843961480184
67,2015-01-01,5343,F,False,True,0,Empresário,Superior completo,União,Casa,30,0.7589041095890411,2.0,1555.16,3067.003247115662
68,2015-01-01,2527,F,True,True,0,Assalariado,Secundário,Casado,Casa,37,3.1178082191780816,2.0,2880.65,2514.7465924658663
69,2015-01-01,557,F,True,True,1,Assalariado,Superior completo,Separado,Casa,26,5.778082191780823,2.0,2990.66,3756.074024917026
70,2015-01-01,15605,M,False,True,0,Assalariado,Secundário,Casado,Casa,42,9.627397260273971,2.0,8651.81,8580.076193333352
71,2015-01-01,2667,F,False,True,0,Pensionista,Superior completo,Casado,Casa,60,,2.0,4817.12,4106.416340114069
72,2015-01-01,3433,F,True,True,0,Assalariado,Superior completo,Separado,Casa,47,23.2027397260274,1.0,3515.35,3936.457838333328
73,2015-01-01,13235,M,False,True,0,Assalariado,Secundário,Casado,Casa,56,36.865753424657534,2.0,63286.11,65236.19089333343
74,2015-01-01,15690,F,False,False,1,Empresário,Secundário,Casado,Casa,38,2.180821917808219,3.0,4058.06,3507.9612313095254
75,2015-01-01,2850,F,False,True,0,Assalariado,Secundário,Casado,Casa,37,1.1369863013698631,2.0,1449.57,1811.6376156687759
76,2015-01-01,16073,M,True,False,1,Assalariado,Superior completo,Casado,Casa,26,1.3753424657534246,3.0,2122.16,3623.7513010714274
77,2015-01-01,13808,M,True,False,0,Assalariado,Superior completo,Casado,Casa,45,4.287671232876712,2.0,12707.07,5202.730925952383
78,2015-01-01,6028,M,True,True,0,Assalariado,Secundário,Casado,Casa,36,2.2164383561643834,2.0,1210.97,3124.4524666666675
79,2015-01-01,15266,M,True,False,0,Empresário,Secundário,Casado,Aluguel,29,4.035616438356166,2.0,17333.66,8931.434253809515
80,2015-01-01,10291,F,True,True,0,Empresário,Secundário,Casado,Casa,50,19.30958904109589,2.0,5907.97,4870.610237065992
81,2015-01-01,3532,F,False,True,2,Empresário,Secundário,Casado,Casa,42,1.6821917808219178,4.0,905.85,1864.6489619047643
82,2015-01-01,10326,F,False,False,0,Empresário,Superior completo,Casado,Com os pais,54,4.216438356164384,2.0,1223.06,5410.8390366666645
83,2015-01-01,3300,M,False,True,0,Pensionista,Secundário,União,Casa,60,,2.0,4149.39,7218.26589214285
84,2015-01-01,8874,F,False,True,0,Empresário,Superior completo,Solteiro,Casa,56,25.394520547945213,1.0,57222.81,51766.7566801136
85,2015-01-01,5250,F,False,False,0,Empresário,Secundário,Casado,Casa,43,0.4301369863013699,2.0,2652.35,1801.1380877458657
86,2015-01-01,4995,M,True,True,1,Assalariado,Superior completo,Casado,Casa,32,10.63835616438356,3.0,11625.78,11450.391766666686
87,2015-01-01,13466,M,True,False,0,Assalariado,Secundário,Casado,Casa,27,7.019178082191781,2.0,22464.67,20906.099824999972
88,2015-01-01,10931,F,False,False,1,Empresário,Superior completo,Casado,Casa,34,3.602739726027397,3.0,2474.98,3415.6386694154476
89,2015-01-01,10212,F,False,True,1,Empresário,Secundário,Casado,Casa,46,7.805479452054794,3.0,6260.74,4535.463779743589
90,2015-01-01,1407,F,False,True,0,Assalariado,Secundário,Casado,Casa,26,3.6821917808219182,2.0,1969.62,4275.25078213564
91,2015-01-01,2286,F,True,True,0,Empresário,Superior completo,Viúvo,Casa,53,14.6,1.0,9380.83,8770.98769464285
92,2015-01-01,12159,M,True,True,1,Assalariado,Superior completo,Casado,Casa,37,0.2657534246575343,3.0,2744.44,2935.9631452380963
93,2015-01-01,4778,F,True,True,1,Empresário,Secundário,Casado,Casa,37,4.608219178082192,3.0,941.31,1915.3226714285702
94,2015-01-01,3871,F,False,True,0,Pensionista,Secundário,Casado,Casa,55,,2.0,557.69,3908.6824553802558
95,2015-01-01,15687,F,False,True,0,Assalariado,Secundário,Casado,Casa,53,6.016438356164382,2.0,2165.5,3589.445819350651
96,2015-01-01,13500,M,True,False,2,Assalariado,Superior completo,Casado,Com os pais,31,13.852054794520548,4.0,9202.55,12692.172989365085
97,2015-01-01,4544,M,False,True,0,Assalariado,Secundário,União,Casa,41,4.178082191780821,2.0,1932.18,2790.016989126986
98,2015-01-01,238,M,True,False,0,Empresário,Secundário,Casado,Casa,32,3.1890410958904107,2.0,11587.7,4795.672324686148
99,2015-01-01,13001,M,True,False,1,Empresário,Superior completo,Solteiro,Estúdio,59,11.6,2.0,4063.18,24950.177399404743
100,2015-01-01,9316,F,False,False,1,Assalariado,Secundário,Casado,Casa,38,2.0136986301369864,3.0,1831.13,2184.308679999999
101,2015-01-01,2453,M,False,True,1,Assalariado,Superior completo,Casado,Casa,37,14.95890410958904,3.0,11394.5,10191.526745230882
102,2015-01-01,16231,F,False,True,0,Empresário,Secundário,Casado,Casa,46,2.5424657534246577,2.0,4670.46,4492.4133212504175
103,2015-01-01,8470,F,False,False,0,Empresário,Superior completo,Casado,Com os pais,42,1.1315068493150684,2.0,3756.67,3743.0361199999998
104,2015-01-01,12563,F,True,False,0,Assalariado,Secundário,Casado,Casa,46,1.8657534246575345,2.0,4464.82,3861.391785512268
105,2015-01-01,2043,F,False,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,2834.81,2835.289880721233
106,2015-01-01,14790,M,True,False,2,Empresário,Secundário,Casado,Casa,40,19.06027397260274,4.0,31763.82,30846.798120714247
107,2015-01-01,6580,F,True,True,0,Pensionista,Secundário,Solteiro,Casa,64,,1.0,1637.7,1755.7647571428588
108,2015-01-01,14895,M,False,False,0,Assalariado,Secundário,Casado,Casa,40,5.717808219178082,2.0,11838.5,6691.970157624875
109,2015-01-01,4756,F,True,True,2,Assalariado,Superior incompleto,Casado,Casa,31,0.3534246575342465,4.0,1947.06,2941.557333223441
110,2015-01-01,4951,F,False,False,1,Assalariado,Secundário,Separado,Casa,45,2.7150684931506848,2.0,1150.79,1123.0761666666647
111,2015-01-01,15650,M,False,False,0,Assalariado,Superior completo,União,Casa,41,0.5452054794520548,2.0,1799.7,2626.1986839285714
112,2015-01-01,8584,F,False,True,2,Assalariado,Superior completo,Casado,Casa,37,15.646575342465756,4.0,3278.0,4669.353565
113,2015-01-01,3417,F,True,True,0,Assalariado,Superior completo,Casado,Casa,34,2.2575342465753425,2.0,1935.05,2765.302862289375
114,2015-01-01,4543,M,False,True,0,Assalariado,Secundário,União,Casa,41,4.178082191780821,2.0,1360.56,2790.016989126986
115,2015-01-01,8974,F,False,True,0,Pensionista,Primário,Casado,Casa,68,,2.0,2471.64,1889.1338754010044
116,2015-01-01,9345,F,True,False,0,Assalariado,Superior completo,Casado,Casa,55,6.934246575342466,2.0,967.76,1003.9025251984124
117,2015-01-01,12740,M,False,False,0,Assalariado,Secundário,União,Casa,62,0.2794520547945205,2.0,714.38,1204.0682400000019
118,2015-01-01,6490,F,False,True,0,Assalariado,Secundário,Viúvo,Casa,50,14.756164383561645,1.0,7620.51,5999.533443809525
119,2015-01-01,281,M,True,False,0,Assalariado,Secundário,Casado,Casa,52,0.2712328767123288,2.0,6772.53,5146.44428666667
120,2015-01-01,4715,M,False,True,2,Servidor público,Secundário,Casado,Casa,38,18.86575342465753,4.0,37663.75,24235.69334999997
121,2015-01-01,1365,M,True,True,0,Empresário,Secundário,União,Casa,32,4.586301369863014,2.0,7705.3,2876.0077628571407
122,2015-01-01,13508,F,False,False,1,Assalariado,Superior completo,Casado,Casa,44,5.5178082191780815,3.0,5426.32,6807.825355972641
123,2015-01-01,9904,M,True,True,0,Empresário,Secundário,Casado,Casa,28,3.095890410958904,2.0,1920.98,4413.075722500001
124,2015-01-01,1183,F,False,True,1,Assalariado,Secundário,Solteiro,Casa,49,15.26027397260274,2.0,8912.51,8218.190327402604
125,2015-01-01,11805,F,True,True,1,Empresário,Secundário,Casado,Casa,30,2.345205479452055,3.0,7454.7,2727.134997774171
126,2015-01-01,5334,M,True,True,2,Assalariado,Secundário,União,Casa,35,13.186301369863012,4.0,5497.07,5913.179736432179
127,2015-01-01,8588,F,True,True,0,Empresário,Secundário,Casado,Casa,39,5.304109589041096,2.0,1369.68,2520.011235555556
128,2015-01-01,5776,F,False,False,0,Empresário,Secundário,Casado,Casa,49,11.63013698630137,2.0,757.36,1150.6649933333338
129,2015-01-01,2555,M,True,True,1,Assalariado,Secundário,Casado,Casa,47,0.5561643835616439,3.0,3856.49,2977.8076583333327
130,2015-01-01,4272,F,True,True,0,Servidor público,Superior completo,Solteiro,Casa,60,41.2,1.0,16178.0,16459.641389695866
131,2015-01-01,9246,F,True,True,0,Assalariado,Superior completo,União,Casa,31,5.512328767123288,2.0,11503.65,3027.811768950216
132,2015-01-01,13393,F,True,False,0,Pensionista,Superior completo,Viúvo,Casa,57,,1.0,1849.31,2517.1634492857133
133,2015-01-01,11401,F,True,False,0,Pensionista,Secundário,União,Casa,59,,2.0,3602.31,1780.4073505555557
134,2015-01-01,12747,F,False,True,0,Empresário,Secundário,Casado,Casa,55,3.032876712328767,2.0,6577.55,5797.864273333331
135,2015-01-01,1691,F,False,False,0,Empresário,Secundário,Casado,Casa,56,5.06027397260274,2.0,2462.32,1604.4433333333332
136,2015-01-01,11846,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,59,,1.0,951.55,2737.2753479375797
137,2015-01-01,14210,F,True,True,0,Empresário,Secundário,Solteiro,Casa,51,0.873972602739726,1.0,2029.38,1917.1763488311706
138,2015-01-01,16425,F,False,False,0,Pensionista,Secundário,União,Casa,57,,2.0,1236.52,2966.848310000001
139,2015-01-01,10693,F,True,True,1,Empresário,Superior incompleto,Casado,Casa,46,0.3479452054794521,3.0,3478.79,3529.970771428569
140,2015-01-01,9703,F,False,True,0,Assalariado,Secundário,Casado,Casa,50,11.268493150684929,2.0,1592.11,2586.502594999999
141,2015-01-01,11691,F,False,True,0,Empresário,Superior completo,Solteiro,Comunitário,33,6.076712328767122,1.0,8457.2,4213.724818508712
142,2015-01-01,2160,M,False,False,1,Assalariado,Secundário,Separado,Com os pais,42,4.424657534246577,2.0,5550.5,6084.09846940254
143,2015-01-01,15447,M,True,False,0,Assalariado,Secundário,Casado,Casa,24,6.372602739726028,2.0,6089.4,8987.270871204906
144,2015-01-01,10624,M,False,True,0,Empresário,Secundário,Casado,Casa,57,0.8438356164383561,2.0,6533.86,6533.85999999999
145,2015-01-01,2633,F,True,True,2,Assalariado,Secundário,Casado,Casa,33,0.726027397260274,4.0,4579.6,4175.495799999994
146,2015-01-01,1641,M,True,True,0,Assalariado,Secundário,Casado,Casa,50,5.06027397260274,2.0,726.1,1700.9613012515263
147,2015-01-01,15629,M,True,True,0,Assalariado,Secundário,Casado,Casa,51,5.5479452054794525,2.0,2385.62,2614.3659999999963
148,2015-01-01,11053,M,True,True,0,Empresário,Secundário,Casado,Casa,49,9.523287671232875,2.0,9001.2,8848.838061818187
149,2015-01-01,14550,M,True,False,0,Empresário,Secundário,Casado,Casa,44,8.219178082191782,2.0,7488.01,6519.066625714284
150,2015-01-01,5131,F,False,True,0,Empresário,Secundário,Casado,Casa,45,7.638356164383563,2.0,4909.73,3450.461736269842
151,2015-01-01,4499,F,True,False,0,Empresário,Superior completo,Casado,Casa,53,4.597260273972604,2.0,1620.37,3924.746146309523
152,2015-01-01,11444,F,True,False,0,Pensionista,Secundário,Casado,Casa,57,,2.0,6816.75,3350.682880543624
153,2015-01-01,6954,M,True,True,1,Assalariado,Secundário,Casado,Casa,31,2.375342465753425,3.0,8104.41,4217.871241428569
154,2015-01-01,2550,F,True,True,1,Assalariado,Secundário,Casado,Casa,38,15.232876712328768,3.0,8370.15,8370.150000000014
155,2015-01-01,6344,F,False,False,0,Assalariado,Superior completo,Casado,Casa,36,7.249315068493152,2.0,3186.45,1920.1193444930063
156,2015-01-01,6652,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,4.312328767123288,2.0,2378.07,1757.5623123809526
157,2015-01-01,5339,M,True,True,2,Assalariado,Secundário,União,Casa,35,13.186301369863012,4.0,5232.15,5913.179736432179
158,2015-01-01,7755,F,False,True,0,Servidor público,Primário,Viúvo,Casa,51,7.104109589041097,1.0,1995.82,2251.274337500002
159,2015-01-01,13770,M,True,True,2,Assalariado,Secundário,Casado,Casa,31,7.958904109589041,4.0,3646.91,3022.8308548598625
160,2015-01-01,11944,M,True,False,0,Assalariado,Secundário,Casado,Casa,57,1.326027397260274,2.0,4888.61,4427.6221714285675
161,2015-01-01,16590,F,True,True,0,Pensionista,Superior completo,Casado,Casa,57,,2.0,6540.02,4051.296780342433
162,2015-01-01,7165,F,False,False,1,Assalariado,Secundário,União,Com os pais,30,1.9616438356164383,3.0,459.13,1309.2292286111126
163,2015-01-01,3176,M,False,False,0,Assalariado,Secundário,Casado,Casa,56,11.227397260273971,2.0,5975.19,7357.925074999993
164,2015-01-01,5601,F,False,False,0,Empresário,Secundário,Casado,Casa,55,22.38630136986301,2.0,4582.5,4859.00685
165,2015-01-01,13415,F,True,False,0,Empresário,Superior completo,Solteiro,Casa,38,8.186301369863013,1.0,4884.94,2022.590863134921
166,2015-01-01,14046,F,False,False,0,Servidor público,Superior completo,Casado,Casa,31,6.043835616438357,2.0,1630.88,1454.8894993506497
167,2015-01-01,2443,F,False,False,0,Pensionista,Superior completo,Viúvo,Casa,58,,1.0,2836.1,2293.9112200000022
168,2015-01-01,11867,F,False,False,0,Assalariado,Superior completo,Separado,Casa,52,2.7452054794520557,1.0,7934.99,16664.53953666667
169,2015-01-01,5210,M,True,True,0,Pensionista,Secundário,Casado,Casa,58,,2.0,23536.31,6128.226485671545
170,2015-01-01,7635,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,67,,1.0,1346.92,2900.864213543473
171,2015-01-01,7967,M,True,True,0,Assalariado,Superior completo,Casado,Casa,51,1.4684931506849317,2.0,1026.82,2454.342623106062
172,2015-01-01,16458,F,True,True,1,Empresário,Secundário,Casado,Governamental,44,21.86027397260274,3.0,2864.84,5562.846933968254
173,2015-01-01,7577,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,48,21.03013698630137,1.0,6028.89,5237.3413515476195
174,2015-01-01,4441,M,False,False,0,Pensionista,Secundário,Casado,Casa,62,,2.0,2518.24,5629.495564242426
175,2015-01-01,7257,F,False,True,0,Assalariado,Secundário,Casado,Casa,42,4.046575342465753,2.0,2123.13,2303.161785000003
176,2015-01-01,4664,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,24,3.104109589041096,1.0,2715.22,4114.421236085857
177,2015-01-01,6744,F,False,True,1,Servidor público,Superior completo,Casado,Casa,36,13.136986301369864,3.0,3909.95,3897.551225023586
178,2015-01-01,12576,F,False,False,0,Assalariado,Secundário,Casado,Casa,51,25.54794520547945,2.0,6736.28,11637.028403798153
179,2015-01-01,10136,F,False,True,2,Assalariado,Secundário,Casado,Casa,39,18.13972602739726,4.0,12752.66,11492.52295888889
180,2015-01-01,15824,M,False,True,0,Empresário,Superior completo,Casado,Casa,31,1.1232876712328768,2.0,3236.86,5210.100037619045
181,2015-01-01,1032,M,False,True,1,Assalariado,Secundário,Casado,Casa,37,1.7534246575342465,3.0,5847.17,4956.502340000003
182,2015-01-01,8091,M,True,True,0,Assalariado,Secundário,Casado,Casa,42,9.252054794520548,2.0,7603.64,8250.964603809525
183,2015-01-01,4531,F,False,False,0,Assalariado,Secundário,Casado,Casa,53,3.4301369863013704,2.0,964.63,4500.884943203465
184,2015-01-01,15199,M,False,True,1,Empresário,Secundário,União,Casa,46,14.375342465753429,3.0,6004.87,15526.01720738096
185,2015-01-01,1048,F,False,True,2,Assalariado,Primário,Casado,Casa,36,14.257534246575348,4.0,13084.3,9510.72186000001
186,2015-01-01,14450,M,False,True,0,Assalariado,Secundário,Casado,Casa,30,4.454794520547946,2.0,3046.42,2734.420759642859
187,2015-01-01,3079,F,False,True,0,Assalariado,Superior completo,Separado,Casa,60,4.216438356164384,1.0,7276.7,5141.254046034874
188,2015-01-01,13193,M,True,True,0,Assalariado,Secundário,União,Casa,49,18.523287671232875,2.0,33429.16,21088.25487627345
189,2015-01-01,12184,M,True,False,0,Empresário,Secundário,Casado,Casa,31,5.6054794520547935,2.0,4929.31,5164.16370690476
190,2015-01-01,2750,F,False,True,0,Assalariado,Secundário,Casado,Casa,43,8.312328767123287,2.0,1878.91,1996.5207492922357
191,2015-01-01,10723,M,False,False,1,Assalariado,Secundário,Casado,Casa,30,3.4356164383561643,3.0,9254.59,8672.07621972222
192,2015-01-01,8971,F,False,True,0,Pensionista,Primário,Casado,Casa,68,,2.0,1035.94,1889.1338754010044
193,2015-01-01,15622,F,False,True,0,Assalariado,Secundário,Casado,Casa,50,5.958904109589041,2.0,5507.47,3120.751366069764
194,2015-01-01,8507,F,True,True,1,Assalariado,Secundário,Casado,Casa,35,2.5506849315068494,3.0,2267.66,1670.6162429462202
195,2015-01-01,842,F,False,True,0,Pensionista,Primário,Casado,Casa,61,,2.0,2463.31,2727.902849455815
196,2015-01-01,9516,M,False,False,0,Assalariado,Secundário,Solteiro,Com os pais,24,2.5945205479452054,1.0,4247.94,4328.4819400000015
197,2015-01-01,8333,F,False,True,3,Empresário,Secundário,Solteiro,Casa,32,13.895890410958906,4.0,7590.52,7592.447607142868
198,2015-01-01,8554,F,False,True,1,Assalariado,Superior completo,Casado,Casa,50,27.65479452054794,3.0,3792.52,8719.201050432897
199,2015-01-01,8819,F,False,True,1,Assalariado,Secundário,Casado,Casa,38,0.7150684931506849,3.0,1304.2,1830.190133391053
200,2015-01-01,10983,F,False,False,0,Empresário,Superior completo,Casado,Com os pais,27,3.764383561643836,2.0,2141.05,3466.6369265384587
201,2015-01-01,10995,F,False,False,0,Pensionista,Superior completo,Casado,Casa,61,,2.0,2311.97,4368.27758893218
202,2015-01-01,1419,F,False,True,2,Assalariado,Secundário,Casado,Com os pais,37,1.0027397260273974,4.0,3469.59,3616.6619000000046
203,2015-01-01,9948,F,False,False,0,Empresário,Secundário,Casado,Casa,39,3.175342465753425,2.0,728.96,954.2394166666686
204,2015-01-01,4838,M,True,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,9256.15,6386.957786330201
205,2015-01-01,8768,M,True,True,0,Assalariado,Secundário,Casado,Casa,46,9.704109589041096,2.0,13381.31,12693.468950000028
206,2015-01-01,4397,F,False,False,1,Empresário,Superior completo,Separado,Casa,40,7.761643835616439,2.0,3091.22,11563.649521764066
207,2015-01-01,2805,M,True,True,0,Assalariado,Primário,Separado,Casa,52,10.47945205479452,1.0,6718.18,8857.276585952386
208,2015-01-01,10248,F,False,False,0,Empresário,Secundário,União,Casa,41,3.7178082191780817,2.0,5852.05,4625.567657142854
209,2015-01-01,15485,F,False,True,1,Assalariado,Secundário,Casado,Casa,40,21.55068493150685,3.0,3245.19,2625.568300000001
